panel_type,tag,channel,tag_active,tag_optimize_available,cat_code,pdv2_product_id,cat_number,product,target,clone,species,test_species,category,reagent_class,size,signal_di,tolerance_di,signal_legacy,tolerance_legacy,abundance,cell,stim,custom_avail,optimize_avail,release_date,active,price,pdf_url,notes
Flow,209Bi,209,1,1,FDM,690,3209002B,Anti-Human CD16 (3G8) -209Bi,CD16,3G8,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,259,51.79,,,,PBMC,None,1,0,2015-05-02,yes,0.00,TDS_3209002B.pdf,
Flow,151Eu,151,1,0,FDM,1650,3151029B,Anti-Human CD161 (HP-3G10)-151Eu—100 Tests,CD161,HP-3G10,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 Test,211,42.0,,,,,,1,1,,yes,,,New Clones
Flow,159Tb,159,1,1,FDM,296,3159004B,Anti-Human CD161 (HP-3G10) -159Tb,CD161,HP-3G10,Human,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,56,11.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3159004B.pdf,NEW
Flow,164Dy,164,1,1,FDM,405,3164009B,Anti-Human CD161 (HP-3G10) -164Dy ,CD161,HP-3G10,Human,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,67,13.0,M,1.4,,PBMC,none,1,1,2013-05-24,yes,0.00,TDS_3164009B.pdf,
Flow,151Eu,151,1,0,FDM,1330,201325,"Anti-Human CD161 (HP-3G10) - 151Eu- MDIPA Kit, not sold separately",CD161 (Kit Only),HP-3G10,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,191,38.0,,,,PBMC,none,1,1,2023-05-23,yes,0.00,,
Flow,161Dy,161,1,1,FDM,993,3161026B,Anti-Human CD162 (KPL-1)-161Dy,CD162,KPL-1,Human,Human ,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,45,9.0,,,,PBMCs,None,1,1,2016-06-24,yes,0.00,TDS_3161026B.pdf,
Flow,167Er,167,1,0,FDM,777,3167014B,Anti-Human CD162 (KPL-1) -167Er,CD162,KPL-1,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,22,4.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3167014B.pdf,
Flow,145Nd,145,1,0,FDM,716,3145010B,Anti-Human CD163 (GHI/61) -145ND,CD163,GHI/61,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,39,8.0,,,,PBMC,None,1,1,2015-05-29,yes,0.00,TDS_3145010B.pdf,
Flow,154Sm,154,1,1,FDM,581,3154007B,Anti-Human CD163 (GHI/61) -154Sm,CD163,GHI/61,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,100,20.0,,,,PBMC,None,1,1,2014-08-29,yes,0.00,TDS_3154007B.pdf,
Flow,165Ho,165,1,1,FDM,575,3165017B,Anti-Human CD163 (GHI/61) -165Ho,CD163,GHI/61,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,111,22.0,,,,PBMC,None,1,1,2014-08-29,yes,0.00,TDS_3165017B.pdf,
Flow,164Dy,164,1,1,FDM,906,3164022B,Anti-Human CD166 (3A6)-164Dy,CD166,3A6,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,141,28.0,,,,Whole blood,None,1,1,2015-10-29,yes,0.00,TDS_3164022B.pdf,
Flow,158Gd,158,1,1,FDM,975,3158027B ,Anti-Human CD169 (7-239)-158Gd,CD169,7-239,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,177,35.0,,,,PBMC,IFNg and TNFa,1,1,2016-05-04,yes,0.00,TDS_3158027B .pdf,
Flow,163Dy,163,1,1,FDM,897,3163017B,Anti-Human CD172a/b (SE5A5)-163Dy ,CD172 alpha beta/SIRP alpha beta,SE5A5,Human ,Human ,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,260,52.0,,,,PBMCs,None,1,1,2015-09-30,yes,0.00,TDS_3163017B.pdf,
Flow,175Lu,175,1,1,FDM,766,3175024B,Anti-Human CD172a/b (SE5A5) -175Lu,CD172 alpha beta/SIRP alpha beta,SE5A5,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,975,195.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3175024B.pdf,
Flow,149Sm,149,1,1,FDM,755,3149015B,Anti-Human CD172b (B4B6) -149Sm,CD172 beta/SIRP beta,B4B6,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,62,12.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3149015B.pdf,
Flow,149Sm,149,1,1,FDM,613,3149012B,Anti-Human CD179a (HSL96) -149Sm,CD179a,HSL96,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,570,114.0,,,,NALM-6,None,1,1,2014-11-19,yes,0.00,TDS_3149012B.pdf,
Flow,158Gd,158,1,1,FDM,614,3158016B,Anti-Human CD179b (HSL11) -158Gd,CD179b,HSL11,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,940,188.0,,,,NALM-6,None,1,1,2014-11-19,yes,0.00,TDS_3158016B.pdf,
Flow,142Nd,142,1,0,FDM,814,3142009B,Anti-Human CD181 (8F1/CXCR1)-142Nd ,CD181,8F1/CXCR1,Human,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,61,12.0,,,,whole blood,none,1,1,2015-08-14,yes,0.00,TDS_3142009B.pdf,
Flow,147Sm,147,1,1,FDM,813,3147010B,Anti-Human CD182 (5E8/CXCR2)-147Sm ,CD182/CXCR2,5E8/CXCR2,Human,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,24,5.0,,,,whole blood,none,1,1,2015-08-14,yes,0.00,TDS_3147010B.pdf,
Flow,156Gd,156,1,1,FDM,290,3156004B,Anti-Human CD183 [CXCR3](G025H7) -156Gd,CD183/CXCR3,G025H7,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,48,10.0,M,6.0,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3156004B.pdf,NEW
Flow,163Dy,163,1,1,FDM,587,3163004B,Anti-Human CD183/CXCR3 (G025H7) -163Dy,CD183/CXCR3,G025H7,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,135,27.0,,,,PBMC,None,1,1,2014-08-29,yes,0.00,TDS_3163004B.pdf,
Flow,156Gd,156,1,1,FDM,927,3156029B,Anti-Human CD184/CXCR4 (12G5)-156Gd,CD184/CXCR4,12G5,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,9,16.0,,,,PBMCs,None,1,1,2015-12-03,yes,0.00,TDS_3156029B.pdf,
Flow,173Yb,173,1,1,FDM,586,3173001B,Anti-Human CD184/CXCR4 (12G5) -173Yb,CD184/CXCR4,12G5,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,15,3.06,,,,PBMC,None,1,1,2014-08-29,yes,0.00,TDS_3173001B.pdf,
Flow,175Lu,175,1,1,FDM,193,3175001B,Anti-Human CD184 [CXCR4] (12G5) -175Lu,CD184/CXCR4,12G5,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,38,8.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3175001B.pdf,New
Flow,153Eu,153,1,1,FDM,737,3153020B,Anti-Human CD185/CXCR5 (RF8B2) -153Eu ,CD185/CXCR5,RF8B2,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,90,18.0,,,,PBMC,None,1,1,2015-06-15,yes,0.00,TDS_3153020B.pdf,
Flow,164Dy,164,1,1,FDM,671,3164016B,Anti-Human CD185/CXCR5 (51505)-164Dy,CD185/CXCR5,51505,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,102,20.0,,,,PBMC,None,1,1,2015-05-02,yes,0.00,TDS_3164016B.pdf,
Flow,171Yb,171,1,1,FDM,298,3171006B,Anti-Human CD185/CXCR5 (51505) -171Yb,CD185/CXCR5,51505,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,167,1.4,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3171006B.pdf,NEW
Flow,158Gd,158,1,1,FDM,1331,201325,"Anti-Human CD185/CXCR5 (J252D4) - 158Gd- MDIPA Kit, not sold separately",CD185/CXCR5 (Kit Only),J252D4,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,484,97.0,,,,PBMC,none,1,1,2023-05-23,yes,0.00,,
Flow,142Nd,142,1,0,FDM,30,3142001B,Anti-Human CD19 (HIB19) -142Nd,CD19,HIB19,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,256,51.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3142001B.pdf,
Flow,145Nd,145,1,0,FDM,1647,3145020B,Anti-Human CD19 (HIB19)-145Nd—100 Tests,CD19,HIB19,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 Test,81,16.0,,,,,,1,1,,yes,,,New Clones
Flow,149Sm,149,1,1,FDM,1308,92J041149,Anti-CD19 (HIB19)-149Sm—25 uL,CD19,HIB19,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,25 uL,103,20.6456,,,,,,1,1,,yes,,,
Flow,165Ho,165,1,1,FDM,642,3165025B,Anti-Human CD19 (HIB19) -165Ho,CD19,HIB19,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,615,123.0,,,,PBMC,None,1,1,2015-03-18,yes,0.00,TDS_3165025B.pdf,
Flow,169Tm,169,1,1,FDM,472,3169011B,Anti-Human CD19 (HIB19) -169Tm,CD19,HIB19,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,404,81.0,,60.0,,PBMC,none,1,1,2013-11-15,yes,0.00,TDS_3169011B.pdf,
Flow,198Pt,198,1,1,FDM,1307,92J041198,Anti-CD19 (HIB19)-198Pt—25 uL,CD19,HIB19,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,25 uL,50,9.9484,,,,,,1,1,,yes,,,
Flow,153Eu,153,1,1,FDM,922,3153023B,Anti-Human CD192/CCR2 (K036C2)-153Eu,CD192/CCR2,K036C2,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,652,130.0,,,,PBMCs,None,1,1,2015-12-03,yes,0.00,TDS_3153023B.pdf,
Flow,175Lu,175,1,1,FDM,818,3175025B,Anti-Human CD193/CCR3 (5E8)-175Lu,CD193/CCR3,5E8,Human ,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,249,50.0,,,,human whole blood,none,1,1,2015-08-14,yes,0.00,TDS_3175025B.pdf,
Flow,149Sm,149,1,1,FDM,292,3149003A,Anti-Human CD194/CCR4 (205410) -149Sm,CD194/CCR4,205410,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,50 test,33,6.6,M,6.6,,PBMC,none,1,1,2012-12-31,no,0.00,TDS_3149003A.pdf,NEW
Flow,153Eu,153,1,1,FDM,588,3153013A,Anti-Human CD194/CCR4 (205410) -153Eu,CD194/CCR4,205410,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,50 test,30,6.0,,,,PBMC,None,1,1,2014-08-29,no,0.00,TDS_3153013A.pdf,
Flow,158Gd,158,1,1,FDM,404,3158006A,Anti-Human CD194/CCR4 (205410) -158Gd ,CD194/CCR4,205410,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,50 test,119,24.0,,,,PBMC,none,1,1,2013-05-24,no,0.00,TDS_3158006A.pdf,
Flow,175Lu,175,1,1,FDM,627,3175021A,Anti-Human CCR4/CD194 (205410) -175Lu,CD194/CCR4,205410,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,50 test,193,39.0,,,,PBMC,None,1,1,2015-01-29,no,0.00,TDS_3175021A.pdf,
Flow,152Sm,152,1,0,FDM,1333,201325,"Anti-Human CD194/CCR4 (L291H4) - 152Sm- MDIPA Kit, not sold separately",CD194/CCR4 (Kit Only),L291H4,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,285,57.0,,,,PBMC,none,1,1,2023-05-23,yes,0.00,,
Flow,144Nd,144,1,0,FDM,360,3144007A,Anti-Human CD195/CCR5 (NP-6G4) -144Nd,CD195/CCR5,NP-6G4,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,50 test,40,7.99,L,1.4,,PBMC,none,1,1,2013-04-01,yes,0.00,TDS_3144007A.pdf,NEW
Flow,156Gd,156,1,1,FDM,608,3156015A,Anti-Human CCR5 [CD195] (NP -6G4) -156Gd,CD195/CCR5,NP-6G4,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,50 test,90,18.09,,,,PBMC,None,1,1,2014-11-19,yes,0.00,TDS_3156015A.pdf,
Flow,171Yb,171,1,1,FDM,918,3171017A,Anti-Human CD195/CCR5 (NP-6G4)-171Yb,CD195/CCR5,NP-6G4,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,50 Test ,21,4.0,,,,PBMCs,None,1,1,2015-12-03,yes,0.00,TDS_3171017A.pdf,
Flow,141Pr,141,1,1,FDM,289,3141003A,Anti-Human CD196 [CCR6](G034E3) -141Pr,CD196/CCR6,G034E3,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,50 test,250,50.0,L,50.0,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3141003A.pdf,NEW
Flow,176Yb,176,1,1,FDM,978,3176022A,Anti-Human CD196/CCR6 (G034E3)-176Yb,CD196/CCR6,G034E3,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,50 Test ,160,80.0,,,,PBMC,none,1,1,2016-05-04,yes,0.00,TDS_3176022A.pdf,
Flow,159Tb,159,1,1,FDM,252,3159003A,Anti-Human CD197 [CCR7] (G043H7) -159Tb,CD197/CCR7,G043H7,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,50 test,117,24.0,M,14.0,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3159003A.pdf,NEW
Flow,167Er,167,1,0,FDM,589,3167009A,Anti-Human CD197/CCR7 (G043H7) -167Er,CD197/CCR7,G043H7,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,50 test,201,40.0,,,,PBMC,None,1,1,2014-08-29,yes,0.00,TDS_3167009A.pdf,
Flow,168Er,168,1,0,FDM,609,3168011A,Anti-Human CCR9 (CD199) (L053E8) -168Er,CD199/CCR9,L053E8,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,50 test,220,40.0,,,,MOLT-4,None,1,1,2014-11-19,yes,0.00,TDS_3168011A.pdf,
Flow,144Nd,144,1,0,FDM,1332,201325,"Anti-Human CD19 (HIB19) - 144Nd- MDIPA Kit, not sold separately",CD19 (Kit Only),HIB19,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,426,85.0,,,,PBMC,none,1,1,2023-05-23,yes,0.00,,
Flow,167Er,167,1,0,FDM,784,3167012B,Anti-Human CD1a (HI149) -167Er,CD1a ,HI149 ,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,25,5.0,,,,MOLT-4,None,1,1,2015-07-08,yes,0.00,TDS_3167012B.pdf,
Flow,155Gd,155,1,1,FDM,785,3155007B,Anti-Human CD1b (SN13) -155Gd,CD1b,SN13,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,200,40.0,,,,MOLT-4,None,1,1,2015-07-08,yes,0.00,TDS_3155007B.pdf,
Flow,162Dy,162,1,0,FDM,768,3162025B,Anti-Human CD1d (51.1) -162Dy,CD1d ,51.1,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,45,3.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3162025B.pdf,
Flow,151Eu,151,1,0,FDM,302,3151003B,Anti-Human CD2 (TS1/8) -151Eu,CD2,TS1/8,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,473,95.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3151003B.pdf,NEW
Flow,147Sm,147,1,1,FDM,31,3147001B,Anti-Human CD20 (2H7) -147Sm,CD20,2H7,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,1039,208.0,H,60.0,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3147001B.pdf,
Flow,156Gd,156,1,1,FDM,1652,3156037B,Anti-Human CD20 (2H7)-156Gd—100 Tests,CD20,2H7,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 Test,249,50.0,,,,,,1,1,,yes,,,New Clones
Flow,171Yb,171,1,1,FDM,602,3171012B,Anti-Human CD20 (2H7) -171Yb,CD20,2H7,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,842,168.0,,,,PBMC,None,1,1,2014-11-19,yes,0.00,TDS_3171012B.pdf,
Flow,149Sm,149,1,1,FDM,364,3149007B,Anti-Human CD200 (OX-104) -149Sm,CD200,OX-104,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,16,3.0,L,1.4,,PBMC,none,1,1,2013-04-01,yes,0.00,TDS_3149007B.pdf,NEW
Flow,156Gd,156,1,1,FDM,848,3156025B,Anti-Human SR-AI/MSR (351615)-156Gd,CD204/SR-AI/MSR,351615,Human,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,91,8.0,,,,THP-1-derived macrophages,PMA,1,1,2015-08-14,yes,0.00,TDS_3156025B.pdf,
Flow,168Er,168,1,0,FDM,481,3168008B,Anti-Human CD206/MMR (15-2) -168Er,CD206/MMR,15-2,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,773,29.0,,,,PBMC,"GM-CSF, 3 days",1,1,2013-12-02,yes,0.00,TDS_3168008B.pdf,
Flow,175Lu,175,1,1,FDM,576,3175016B,Anti-Human CD207 (4C7) -175Lu,CD207,4C7,Human/Mouse,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,1500,300.0,,,,Monocyte-derived dendritic cells (MDCC),None,1,1,2014-08-29,yes,0.00,TDS_3175016B.pdf,
Flow,159Tb,159,1,1,FDM,303,3159005B,Anti-Human CD22 (HIB22) -159Tb,CD22,HIB22,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,425,85.0,M,33.4,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3159005B.pdf,NEW
Flow,150Nd,150,1,1,FDM,580,3150016B,Anti-Human CD223/LAG-3 (874501) -150Nd,CD223/LAG-3,874501,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,400,80.0,,,,PBMC,"PHA, 3 days",1,1,2014-08-29,no,0.00,TDS_3150016B.pdf,
Flow,165Ho,165,1,1,FDM,1020,3165037B,Anti-Human CD223/LAG-3 (11C3C65)-165Ho,CD223/LAG-3,11C3C65,Human ,Human,CD & Surface Marker Antibodies,Metal-Conjugated Antibodies,100 Test,50,3.0,,,,PBMC,PHA,1,1,2017-06-19,yes,0.00,ano_3165037B.pdf,
Flow,172Yb,172,1,1,FDM,1860,3172035B,Anti-CD223/LAG-3 (11C3C65) - 172Yb,CD223/LAG-3,11C3C65,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 test,27,2.86896,,,,,,1,1,,yes,,,
Flow,175Lu,175,1,1,FDM,1000,3175033B,Anti- CD223/LAG-3 (11C3C65)-175Lu,CD223/LAG-3,11C3C65,Human ,Human ,CD & Surface Marker Antibodies,Metal-Conjugated Antibodies,100 Test,16,3.0,,,,PBMC,PHA (3 days),1,1,2016-11-07,yes,0.00,,
Flow,171Yb,171,1,1,FDM,666,3171013B,Anti-Human CD226 (DX11)-171Yb,CD226,DX11,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,20,4.0,,,,PBMC,None,1,1,2015-05-02,yes,0.00,TDS_3171013B.pdf,
Flow,174Yb,174,1,1,FDM,807,3174017B,Anti-Human CD229 (HLy9.1.25) -174Yb,CD229/Ly-9,HLy9.1.25,Human,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,27,5.0,,,,whole blood,none,1,1,2015-07-08,yes,0.00,TDS_3174017B.pdf,
Flow,160Gd,160,1,1,FDM,921,3160020B,Anti-Human CD23 (EBVCS-5)-160Gd,CD23,EBVCS-5,Human ,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,63,13.0,,,,PBMCs,None,1,1,2015-12-03,yes,0.00,TDS_3160020B.pdf,
Flow,164Dy,164,1,1,FDM,769,3164018B,Anti-Human CD23 (EBVCS-5) -164Dy,CD23,EBVCS-5 ,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,30,6.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3164018B.pdf,
Flow,163Dy,163,1,1,FDM,790,3163016B,Anti-Human CD231 (SN1a(M3-3D9)) -163Dy,CD231/TALLA,SN1a[M3-3D9],Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,45,9.0,,,,MOLT-4,None,1,1,2015-07-08,yes,0.00,TDS_3163016B.pdf,
Flow,141Pr,141,1,1,FDM,194,3141001B,Anti-Human CD235ab (HIR2) -141Pr,CD235ab/Glycophorin ab,HIR2,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,29,6.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3141001B.pdf,New
Flow,163Dy,163,1,1,FDM,641,3163008B,Anti-Human CD235ab (HIR2) -163Dy,CD235ab/Glycophorin ab,HIR2,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,420,84.0,,,,RBC,None,1,1,2015-03-18,yes,0.00,TDS_3163008B.pdf,
Flow,175Lu,175,1,1,FDM,855,3175027B,Anti-Human CD235 (HIR2)-175Lu,CD235ab/Glycophorin ab,HIR2,Human,Human ,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,152,30.0,,,,PBMCs with RBC spiked in ,None,1,1,2015-08-14,yes,0.00,TDS_3175027B.pdf,
Flow,166Er,166,1,1,FDM,330,3166007B,Anti-Human CD24 (ML5) -166Er,CD24,ML5,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,52,10.0,M,50.0,,NALM-6,none,1,1,2012-12-31,yes,0.00,TDS_3166007B.pdf,NEW
Flow,169Tm,169,1,1,FDM,295,3169004B,Anti-Human CD24 (ML5) -169Tm,CD24,ML5,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,89,18.0,M,40.0,,NALM-6,none,1,1,2012-12-31,yes,0.00,TDS_3169004B.pdf,NEW
Flow,165Ho,165,1,1,FDM,1862,3165046B,Anti-CD244/2B4 (PP35) - 165Ho,CD244/2B4,PP35,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 test,63,12.5018,,,,,,1,1,,yes,,,
Flow,153Eu,153,1,1,FDM,1854,3153032B,Anti-CD25 (BC96) - 153Pr,CD25,BC96,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 test,63,4.8752,,,,,,1,1,,yes,,,
Flow,163Dy,163,1,1,FDM,819,3163013B,Anti-Human CD257 (T7-241)-163Dy,CD257/BAFF/BLYS,T7-241,Human ,human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,221,44.0,,,,human whole blood,none,1,1,2015-08-14,yes,0.00,TDS_3163013B.pdf,
Flow,149Sm,149,1,1,FDM,403,3149010B,Anti-Human CD25 (2A3) -149Sm,CD25/IL-2R,2A3,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,18,4.0,,,,PBMC,PMA,1,1,2013-05-24,yes,0.00,TDS_3149010B.pdf,
Flow,169Tm,169,1,1,FDM,226,3169003B,Anti-Human CD25 (2A3) - 169Tm,CD25/IL-2R,2A3,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,36,7.0,,,,Jurkat,"PHA, 2 days",1,1,2012-12-31,yes,0.00,TDS_3169003B.pdf,
Flow,153Eu,153,1,1,FDM,1197,201325,"Human CD25 (BC96)DM10-153Eu- MDIPA Kit, not sold separately",CD25 (Kit Only),BC96,Human,,,Metal-Conjugated Antibodies,,81,16.0,,16.0,,,,1,1,,yes,,,
Flow,161Dy,161,1,1,FDM,771,3161015B,Anti-Human CD26 (BA5b) -161Dy,CD26 ,BA5b,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,31,6.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3161015B.pdf,
Flow,155Gd,155,1,1,FDM,796,3155005B,Anti-Human CD268 (11C1) -155Gd,CD268/BAFF-R,11C1 ,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,161,32.0,,,,PBMC,None,1,1,2015-07-08,yes,0.00,TDS_3155005B.pdf,
Flow,150Nd,150,1,1,FDM,610,3150017B,Anti-Human/Mouse CD27 (LG.3A10) -150Nd,CD27,LG.3A10,Human/Mouse,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,104,21.0,,,,PBMC,None,1,1,2014-11-19,yes,0.00,TDS_3150017B.pdf,
Flow,155Gd,155,1,1,FDM,546,3155001B,Anti-Human CD27 (L128) -155Gd,CD27,L128,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,136,27.0,,16.0,,PBMC,None,1,1,2014-04-02,yes,0.00,TDS_3155001B.pdf,
Flow,158Gd,158,1,1,FDM,514,3158010B,Anti-Human CD27 (L128) -158Gd,CD27,L128,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,250,50.0,M,30.0,,PBMC,None,1,1,2014-02-24,yes,0.00,TDS_3158010B.pdf,
Flow,162Dy,162,1,0,FDM,387,3162009B,Anti-Human CD27 (L128) -162Dy,CD27,L128,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,200,40.0,M,40.0,,PBMC,none,1,1,2013-04-29,yes,0.00,TDS_3162009B.pdf,NEW
Flow,167Er,167,1,0,FDM,32,3167002B,Anti-Human CD27 (O323) -167Er,CD27,O323,Human,,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,202,40.0,,,,PBMC,none,1,1,2012-12-31,yes,0.00,TDS_3167002B.pdf,
Flow,144Nd,144,1,0,FDM,895,3144022B,Anti-Human CD270/HVEM (122)-144Nd ,CD270/HVEM/TR2,122,Human ,Human ,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,22,3.0,,,,PBMCs,None,1,1,2015-09-30,yes,0.00,TDS_3144022B.pdf,
Flow,149Sm,149,1,1,FDM,831,3149017B,Anti-Human CD271 (C40- 1457)-149Sm,CD271,C40-1457,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,32,6.0,,,,PBMC,None,1,1,2015-08-14,yes,0.00,TDS_3149017B.pdf,
Flow,163Dy,163,1,1,FDM,669,3163009B,Anti-Human CD272/BTLA (MIH26)-163Dy,CD272/BTLA,MIH26,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 Test,130,26.0,,,,PBMC,None,1,1,2015-05-02,yes,0.00,TDS_3163009B.pdf,
Flow,175Lu,175,1,1,FDM,1864,3175042B,Anti-CD272/BTLA (MIH26) - 175Lu,CD272/BTLA,MIH26,Human,Human,CD and Surface Makers,Metal-Conjugated Antibodies,100 test,35,7.0314,,,,,,1,1,,yes,,,
Flow,172Yb,172,1,1,FDM,583,3172014B,Anti-Human CD273/PDL2 (24F.10C12) -172Yb,CD273/PD-L2,24F.10C12,Human,Human,CD and Surface Markers,Metal-Conjugated Antibodies,100 test,14,3.0,,,,Monocyte-derived dendritic cells (MDDC),None,1,1,2014-08-29,yes,0.00,TDS_3172014B.pdf,
